a	b	c				
11614	141	0				
11614	143	0				
11614	147	0				
11614	149	0				
11614	151	0				
11614	155	0				
11614	157	1				
11614	160	1				
11614	163	0				
11614	165	0				
11614	167	0				
11614	171	0				
11614	173	0				
11614	175	0				
11614	179	0				
11614	183	0				
11614	187	0				
11614	191	0				
11614	193	0				
11472	35	1				
11472	38	0				
11472	42	0				
11472	46	0				
11472	48	0				
11472	52	0				
11472	54	0				
11472	58	0				
11472	62	0				
11472	64	0				
11472	68	0				
11472	70	0				
11472	74	0				
11472	78	0				
11472	82	0				
11472	84	0				
11472	86	0				
11472	90	0				
11472	94	0				
11472	96	0				
11472	98	0				
11472	100	1				
11472	103	0				
11472	105	0				
11472	109	1				
11472	112	0				
11472	116	0				
11472	120	1				
11472	123	0				
11472	125	0				
11359	29	0				
11359	33	0				
11359	37	0				
11359	41	0				
11359	43	0				
11359	47	0				
11359	51	1				
11359	54	0				
11359	58	1				
11359	61	0				
11359	65	0				
11359	69	0				
11359	73	0				
11359	77	0				
11359	79	1				
11359	82	0				
11359	86	0				
11359	88	0				
11359	90	0				
11359	94	0				
11359	98	0				
11359	100	0				
11359	104	0				
11359	106	0				
11359	110	0				
11359	112	0				
11359	116	0				
11359	120	0				
11359	122	1				
11359	125	1				
11359	128	0				
11359	130	0				
11359	132	1				
11359	135	0				
11359	139	0				
11359	141	0				
11359	145	0				
11359	149	0				
11359	151	0				
11359	153	1				
11359	156	0				
11359	160	0				
11359	164	0				
11359	166	0				
11359	170	0				
11359	172	0				
11359	176	0				
11359	178	0				
11359	182	1				
11359	185	0				
11359	187	0				
11359	189	0				
11359	191	0				
11359	195	0				
11359	199	0				
11359	201	0				
11359	203	0				
11359	205	1				
11359	208	0				
11359	212	1				
11359	215	1				
11359	218	0				
11359	222	0				
11359	224	0				
11359	228	0				
11359	232	0				
11359	236	0				
11359	238	0				
11359	240	0				
11359	244	0				
11359	246	0				
11359	250	1				
11359	253	0				
11359	257	0				
11359	261	0				
11359	263	1				
11359	266	0				
11359	268	0				
11359	270	0				
11359	274	0				
11359	278	0				
11359	280	0				
11359	284	0				
11359	286	1				
11359	289	0				
11359	291	0				
11359	295	0				
11359	297	1				
11359	300	0				
11359	304	1				
11359	307	1				
11359	310	0				
11359	312	1				
11359	315	0				
11359	319	0				
11171	53	0				
11171	57	0				
11171	61	0				
11171	65	0				
11171	69	0				
11171	73	0				
11171	77	0				
11171	81	0				
11171	83	0				
11171	87	1				
11171	90	0				
11171	92	0				
11171	94	0				
11171	96	0				
11171	100	0				
11171	102	0				
11171	106	0				
11171	110	0				
11171	112	0				
11171	116	0				
11171	118	1				
11171	121	0				
11171	125	0				
11171	129	0				
11171	131	1				
11171	134	0				
11171	138	1				
11171	141	0				
11171	143	1				
11171	146	0				
11171	148	0				
11171	152	1				
11171	155	1				
11171	158	0				
11171	160	0				
11171	164	0				
11171	168	1				
11171	171	0				
10982	96	0				
10982	100	1				
10982	103	0				
10982	107	0				
10982	111	0				
10982	113	0				
10982	117	0				
10982	119	1				
10982	122	0				
10982	126	0				
10982	130	0				
10982	134	1				
10982	137	1				
10982	140	1				
10982	143	0				
10982	145	0				
10982	149	0				
10982	151	1				
10982	154	0				
10982	156	0				
10982	158	0				
10982	162	1				
10982	165	0				
10982	167	0				
10982	171	0				
10982	173	0				
10982	175	0				
10982	179	1				
10982	182	0				
10982	186	0				
10982	188	0				
10982	192	0				
10982	194	1				
10982	197	1				
10982	200	0				
10982	202	0				
10982	206	1				
10982	209	0				
10982	211	0				
10982	213	0				
10982	217	0				
10982	219	1				
10982	222	1				
10982	225	0				
10982	229	0				
10982	231	0				
10982	233	1				
10982	236	0				
10982	240	0				
10982	242	0				
10982	246	0				
10982	248	0				
10982	250	0				
10982	252	0				
10982	254	0				
10982	256	0				
10982	260	0				
10982	264	1				
10982	267	0				
10982	271	0				
10982	275	0				
10982	277	0				
10982	279	1				
10982	282	0				
10982	286	0				
10982	288	0				
10982	292	1				
10982	295	0				
10982	297	0				
10982	299	0				
10982	303	1				
10982	306	0				
10982	310	0				
10982	314	0				
10982	316	0				
10982	320	1				
10982	323	0				
10982	325	0				
10982	329	0				
10982	333	1				
10982	336	0				
10982	340	0				
10982	344	0				
10982	348	0				
10982	352	0				
10982	356	0				
10982	358	0				
10982	362	0				
10982	366	0				
10982	370	0				
10982	374	1				
10982	377	0				
10982	379	0				
10982	381	0				
10982	385	0				
10982	389	0				
10811	33	0				
10811	35	0				
10811	39	0				
10811	41	0				
10811	43	0				
10811	47	0				
10811	51	1				
10811	54	0				
10811	58	0				
10811	62	1				
10811	65	0				
10811	67	0				
10811	71	0				
10811	73	1				
10811	76	0				
10811	78	0				
10811	82	1				
10811	85	0				
10811	87	1				
10811	90	0				
10811	92	0				
10811	94	0				
10811	96	1				
10811	99	0				
10665	69	0				
10665	73	0				
10665	75	0				
10665	79	0				
10665	81	0				
10665	85	0				
10665	87	0				
10665	91	0				
10665	95	0				
10665	99	0				
10665	101	0				
10665	103	0				
10665	105	0				
10665	107	0				
10665	111	0				
10665	115	1				
10665	118	0				
10665	120	0				
10665	124	0				
10665	126	0				
10665	128	1				
10665	131	1				
10665	134	0				
10665	136	1				
10665	139	0				
10665	141	0				
10665	145	0				
10665	147	0				
10665	151	0				
10665	155	0				
10665	159	0				
10665	161	0				
10665	163	1				
10665	166	1				
10665	169	0				
10665	171	0				
10665	175	0				
10665	177	0				
10665	181	0				
10665	183	0				
10665	187	1				
10665	190	1				
10665	193	0				
10665	197	0				
10665	201	1				
10665	204	0				
10665	208	0				
10665	210	0				
10665	214	0				
10665	216	0				
10665	220	0				
10665	224	0				
10665	226	0				
10665	230	0				
10665	234	0				
10665	236	0				
10665	238	0				
10665	242	0				
10665	246	0				
10665	250	0				
10665	252	0				
10665	254	0				
10665	256	1				
10665	259	1				
10665	262	1				
10665	265	0				
10665	267	0				
10665	271	0				
10665	275	0				
10665	277	0				
10665	279	0				
10665	283	0				
10665	285	0				
10665	287	0				
10665	289	0				
10665	291	0				
10665	295	0				
10665	299	0				
10665	301	0				
10665	303	1				
10665	306	0				
10665	308	0				
10665	312	0				
10665	314	1				
10665	317	1				
10665	320	0				
10665	324	0				
10665	326	1				
10665	329	0				
10665	333	1				
10665	336	0				
10550	68	0				
10550	72	0				
10550	74	1				
10550	77	0				
10550	79	0				
10550	81	0				
10550	85	0				
10550	87	1				
10550	90	0				
10550	92	0				
10550	94	0				
10550	98	0				
10550	100	0				
10550	104	0				
10550	106	0				
10550	110	1				
10550	113	0				
10550	117	0				
10550	119	0				
10550	121	1				
10550	124	0				
10550	128	0				
10550	132	0				
10550	136	0				
10550	140	0				
10550	144	0				
10550	146	0				
10550	150	1				
10550	153	0				
10550	157	0				
10550	159	0				
10550	163	0				
10550	165	0				
10550	167	0				
10550	171	1				
10550	174	0				
10550	176	0				
10550	180	0				
10550	184	1				
10550	187	1				
10550	190	0				
10550	194	0				
10550	196	0				
10550	198	0				
10426	22	0				
10426	24	1				
10426	27	0				
10426	29	1				
10426	32	0				
10426	34	1				
10426	37	0				
10426	39	0				
10426	41	1				
10426	44	0				
10426	46	0				
10426	48	0				
10426	50	0				
10426	54	1				
10426	57	0				
10426	61	0				
10426	65	0				
10426	69	0				
10426	73	0				
10426	77	0				
10426	81	0				
10426	85	0				
10426	89	0				
10426	91	0				
10426	95	0				
10426	97	0				
10426	101	0				
10426	103	0				
10426	107	0				
10426	111	0				
10426	113	0				
10426	117	0				
10426	119	1				
10426	122	0				
10426	126	0				
10426	130	0				
10426	132	0				
10426	134	0				
10426	136	1				
10426	139	0				
10426	141	0				
10426	143	0				
10322	22	1				
10322	25	0				
10322	27	1				
10322	30	0				
10322	34	1				
10322	37	0				
10322	41	0				
10322	43	0				
10322	47	0				
10322	51	1				
10322	54	0				
10322	58	0				
10322	62	0				
10322	66	0				
10322	70	0				
10322	72	0				
10322	74	0				
10322	78	0				
10322	82	0				
10322	86	0				
10322	88	1				
10322	91	0				
10322	95	0				
10322	99	0				
10322	101	0				
10322	103	0				
10322	107	1				
10322	110	1				
10322	113	1				
10322	116	0				
10322	120	1				
10322	123	0				
10322	127	0				
10322	129	0				
10322	131	0				
10322	135	0				
10322	139	0				
10322	141	0				
10322	145	0				
10322	149	1				
10322	152	0				
10322	156	0				
10322	158	0				
10322	162	0				
10322	164	0				
10322	168	0				
10322	172	0				
10322	176	1				
10322	179	0				
10322	181	0				
10322	183	0				
10322	187	0				
10322	189	0				
10322	191	0				
10322	193	0				
10322	197	0				
10322	199	0				
10322	203	0				
10322	205	0				
10322	209	0				
10322	211	0				
10322	213	0				
10322	217	0				
10322	219	0				
10322	221	1				
10322	224	0				
10322	226	0				
10322	228	1				
10322	231	1				
10322	234	0				
10322	238	0				
10133	71	0				
10133	75	0				
10133	79	0				
10133	81	0				
10133	85	0				
10133	89	1				
10133	92	0				
10133	96	0				
10133	100	0				
10133	104	0				
10133	108	0				
10133	110	0				
10133	112	0				
10133	116	0				
10133	118	0				
10133	120	1				
10133	123	0				
10133	127	0				
10133	131	0				
10133	133	0				
10133	135	0				
10133	139	0				
10133	143	0				
10133	147	1				
10133	150	0				
10133	154	0				
10133	158	0				
10133	162	0				
10133	164	0				
10133	168	0				
10133	170	0				
10133	172	0				
10133	174	0				
10133	178	0				
10133	182	0				
10133	186	0				
10133	188	1				
10133	191	0				
10133	195	0				
10133	197	1				
10133	200	0				
10133	202	0				
10133	206	0				
10133	210	0				
10133	214	0				
10133	216	1				
10133	219	0				
10133	223	0				
10133	225	0				
10133	229	1				
10133	232	0				
10133	236	0				
10133	240	0				
10133	244	0				
10133	248	0				
10133	250	0				
10133	252	0				
10133	254	0				
10133	258	0				
10133	262	1				
10133	265	0				
10133	267	0				
10133	271	0				
10133	273	0				
10133	275	0				
10133	279	0				
10133	281	0				
10133	285	1				
10133	288	0				
10133	290	0				
10133	294	0				
10133	298	0				
10133	300	0				
10133	302	0				
10133	304	0				
10133	306	0				
9968	42	0				
9968	44	0				
9968	48	0				
9968	50	0				
9968	56	1				
9968	59	0				
9968	61	0				
9968	63	0				
9968	69	0				
9968	73	0				
9968	77	0				
9968	79	0				
9968	81	1				
9968	84	0				
9968	86	1				
9968	89	0				
9968	93	0				
9968	95	0				
9968	97	1				
9968	100	0				
9968	102	0				
9968	104	0				
9968	108	0				
9968	112	0				
9968	114	0				
9968	118	0				
9968	120	0				
9968	127	0				
9968	131	0				
9968	133	1				
9968	136	0				
9968	140	0				
9968	144	0				
9968	146	0				
9968	150	0				
9968	154	0				
9968	158	0				
9968	162	0				
9968	166	0				
9968	170	1				
9968	173	0				
9968	175	0				
9968	179	0				
9968	183	0				
9968	187	1				
9968	190	1				
9968	193	0				
9968	197	0				
9968	199	1				
9968	202	0				
9968	206	0				
9968	208	0				
9968	210	1				
9968	213	0				
9968	217	0				
9968	219	1				
9968	222	0				
9968	224	0				
9968	228	1				
9968	231	0				
9968	233	0				
9968	235	0				
9968	239	0				
9968	243	0				
9968	247	0				
9968	249	1				
9968	252	1				
9968	255	0				
9968	257	1				
9968	260	0				
9968	262	0				
9968	266	0				
9968	270	0				
9968	274	0				
9968	278	0				
9968	280	0				
9968	282	0				
9968	284	0				
9968	288	0				
9968	290	1				
9968	293	1				
9968	296	0				
9968	300	1				
9968	303	0				
9968	305	1				
9968	308	0				
9968	312	0				
9968	316	0				
9968	318	0				
9768	37	0				
9768	41	1				
9768	44	0				
9768	48	0				
9768	50	1				
9768	53	0				
9768	55	0				
9768	59	0				
9768	63	0				
9768	67	1				
9768	70	0				
9768	72	0				
9768	76	0				
9768	80	0				
9768	84	0				
9768	88	0				
9768	90	0				
9768	92	0				
9768	96	0				
9768	100	0				
9768	102	0				
9768	104	1				
9768	107	0				
9768	109	1				
9768	112	0				
9768	114	0				
9768	118	0				
9768	122	0				
9768	126	0				
9768	130	1				
9768	133	1				
9768	136	0				
9768	140	0				
9768	142	0				
9768	144	1				
9768	147	0				
9768	149	0				
9768	156	1				
9768	159	0				
9768	161	0				
9768	165	0				
9768	169	1				
9768	172	0				
9768	174	0				
9768	176	0				
9768	180	0				
9768	182	0				
9768	186	0				
9768	188	0				
9768	190	0				
9768	194	1				
9768	197	0				
9768	199	0				
9768	203	0				
9768	207	0				
9768	209	1				
9768	212	0				
9768	214	0				
9768	218	1				
9768	221	0				
9768	223	0				
9768	225	0				
9768	227	0				
9768	229	0				
9768	233	0				
9768	235	0				
9768	239	0				
9768	241	0				
9768	245	0				
9768	247	1				
9768	250	0				
9768	254	0				
9768	256	1				
9768	259	0				
9768	261	1				
9768	264	0				
9768	268	1				
9768	271	0				
9668	81	0				
9668	83	0				
9668	85	0				
9668	89	0				
9668	91	0				
9668	93	0				
9668	95	0				
9668	97	0				
9668	101	0				
9668	103	1				
9668	106	1				
9668	109	0				
9668	113	0				
9668	115	1				
9668	118	0				
9668	120	0				
9668	122	0				
9668	126	1				
9668	129	0				
9668	131	1				
9668	134	0				
9668	136	0				
9668	138	0				
9668	142	0				
9668	146	0				
9668	148	0				
9668	150	0				
9668	154	0				
9668	158	0				
9668	162	0				
9668	166	0				
9668	170	1				
9668	173	0				
9668	177	0				
9668	181	0				
9668	185	0				
9668	189	0				
9668	193	0				
9668	197	0				
9668	199	0				
9668	203	1				
9668	206	0				
9668	210	0				
9668	214	0				
9668	216	0				
9668	218	0				
9668	220	0				
9668	222	0				
9668	224	0				
9668	226	0				
9668	228	0				
9668	230	0				
9668	234	1				
9668	237	0				
9668	239	0				
9668	241	0				
9668	243	1				
9668	246	0				
9668	248	1				
9668	251	0				
9668	253	0				
9668	257	0				
9668	259	0				
9668	263	1				
9668	266	0				
9668	268	1				
9668	271	0				
9668	273	0				
9668	275	0				
9668	279	0				
9668	283	0				
9668	287	0				
9668	291	0				
9668	293	0				
9668	295	0				
9668	297	1				
9668	300	0				
9668	302	0				
9668	306	1				
9668	309	0				
9668	313	0				
9668	317	0				
9668	319	0				
9668	321	0				
9668	325	0				
9505	43	0				
9505	45	1				
9505	48	0				
9505	50	0				
9505	52	1				
9505	55	0				
9505	59	0				
9505	63	0				
9505	67	0				
9505	71	0				
9505	73	0				
9505	77	0				
9505	81	0				
9505	83	0				
9505	85	0				
9505	89	0				
9505	91	1				
9505	94	0				
9505	98	0				
9505	100	1				
9505	103	0				
9505	105	1				
9505	108	0				
9505	110	0				
9505	112	0				
9505	114	0				
9505	116	0				
9505	118	0				
9505	122	0				
9505	126	0				
9505	130	1				
9505	133	0				
9505	135	1				
9505	138	0				
9505	140	0				
9505	142	0				
9505	144	0				
9505	146	1				
9505	149	1				
9505	152	0				
9505	154	0				
9394	29	0				
9394	31	0				
9394	33	0				
9394	37	0				
9394	41	0				
9394	43	0				
9394	45	0				
9394	47	1				
9394	50	0				
9394	52	0				
9394	56	0				
9394	58	0				
9394	60	0				
9394	62	0				
9394	64	0				
9394	66	1				
9394	69	0				
9394	71	1				
9394	74	0				
9394	78	1				
9394	81	1				
9394	84	0				
9394	88	0				
9248	44	0				
9248	48	0				
9248	52	0				
9248	54	0				
9248	58	1				
9248	61	0				
9248	63	0				
9248	67	0				
9248	69	0				
9248	71	0				
9248	73	0				
9248	77	0				
9248	81	0				
9248	85	0				
9248	89	0				
9248	93	0				
9248	95	0				
9248	99	0				
9248	101	0				
9248	103	0				
9248	107	1				
9248	110	0				
9248	114	1				
9248	117	0				
9248	121	0				
9248	123	0				
9248	125	0				
9248	129	0				
9248	133	0				
9248	135	0				
9248	139	1				
9248	142	0				
9248	146	1				
9248	149	0				
9248	153	1				
9248	156	0				
9248	160	0				
9248	162	1				
9248	165	0				
9248	169	0				
9248	173	0				
9248	175	0				
9248	177	0				
9248	181	0				
9248	185	0				
9248	189	0				
9248	193	0				
9248	195	1				
9248	198	0				
9248	200	0				
9248	204	0				
9248	206	0				
9248	210	1				
9248	213	0				
9248	215	0				
9248	217	0				
9248	219	0				
9248	223	1				
9248	226	0				
9143	34	1				
9143	37	0				
9143	41	0				
9143	43	0				
9143	47	1				
9143	50	0				
9143	52	0				
9143	54	0				
9143	56	0				
9143	60	0				
9143	64	1				
9143	67	1				
9143	70	0				
9143	74	0				
9143	78	0				
9143	80	1				
9143	83	0				
9143	85	0				
9143	89	0				
9143	93	0				
8995	94	0				
8995	98	0				
8995	100	0				
8995	104	0				
8995	106	0				
8995	108	0				
8995	112	0				
8995	114	0				
8995	118	0				
8995	120	0				
8995	124	0				
8995	126	0				
8995	128	0				
8995	130	0				
8995	132	0				
8995	136	0				
8995	140	1				
8995	143	0				
8995	147	0				
8995	149	0				
8995	151	0				
8995	153	0				
8995	157	0				
8995	159	0				
8995	161	0				
8995	163	0				
8995	165	0				
8995	167	0				
8995	169	0				
8995	171	0				
8995	173	0				
8995	175	0				
8995	177	0				
8995	181	1				
8995	184	0				
8995	188	0				
8995	192	0				
8995	196	0				
8995	198	1				
8995	201	0				
8995	205	0				
8995	207	0				
8995	209	1				
8995	212	0				
8995	216	0				
8995	218	0				
8995	220	1				
8995	223	0				
8995	225	0				
8995	229	0				
8995	233	0				
8995	237	0				
8995	239	1				
8995	242	0				
8995	244	0				
8995	248	0				
8995	250	0				
8995	254	0				
8995	258	1				
8995	261	0				
8995	263	0				
8995	265	0				
8888	26	0				
8888	30	0				
8888	34	0				
8888	38	0				
8888	40	0				
8888	42	0				
8888	46	0				
8888	48	0				
8888	50	0				
8888	52	0				
8888	54	0				
8888	58	0				
8888	60	1				
8888	63	0				
8888	65	1				
8888	68	0				
8888	70	0				
8888	74	1				
8888	77	0				
8888	81	0				
8888	85	0				
8888	89	0				
8888	91	0				
8888	93	0				
8888	97	0				
8888	101	0				
8888	105	0				
8888	107	0				
8888	111	1				
8888	114	0				
8888	118	0				
8888	122	1				
8888	125	0				
8888	127	1				
8888	130	1				
8888	133	0				
8888	135	1				
8888	138	0				
8888	140	0				
8888	144	1				
8888	147	0				
8888	149	0				
8888	153	0				
8888	155	0				
8888	159	1				
8888	162	0				
8888	166	0				
8888	170	0				
8888	174	1				
8888	177	1				
8888	180	0				
8888	184	0				
8888	188	0				
8888	192	1				
8888	195	0				
8888	199	0				
8888	203	0				
8888	207	0				
8888	209	0				
8888	213	0				
8888	215	0				
8888	219	0				
8888	221	0				
8888	225	0				
8888	229	0				
8888	231	1				
8888	234	1				
8888	237	0				
8888	241	0				
8888	243	1				
8888	246	0				
8888	248	0				
8888	250	1				
8888	253	0				
8888	257	0				
8888	264	0				
8888	266	0				
8888	270	0				
8888	274	0				
8723	92	1				
8723	95	1				
8723	98	0				
8723	102	0				
8723	104	0				
8723	108	1				
8723	111	0				
8723	113	0				
8723	117	0				
8723	121	0				
8723	125	0				
8723	127	0				
8723	129	0				
8723	131	0				
8723	135	0				
8723	139	0				
8723	143	0				
8723	147	0				
8723	149	1				
8723	152	0				
8723	156	0				
8723	158	0				
8723	162	0				
8723	164	0				
8723	166	0				
8723	168	1				
8723	171	0				
8723	175	0				
8723	179	0				
8723	181	0				
8723	183	0				
8723	185	0				
8723	189	0				
8723	193	0				
8723	195	1				
8723	198	0				
8723	200	0				
8723	204	0				
8723	208	0				
8723	212	0				
8723	214	0				
8723	216	1				
8723	219	1				
8723	222	0				
8723	224	0				
8723	226	0				
8723	228	0				
8723	232	0				
8723	234	0				
8723	236	0				
8723	238	0				
8723	242	0				
8723	246	0				
8723	248	1				
8723	251	0				
8723	253	0				
8723	255	0				
8723	259	0				
8723	261	0				
8723	263	0				
8723	265	0				
8723	267	0				
8723	271	0				
8723	273	1				
8723	276	0				
8723	278	0				
8723	282	1				
8723	285	0				
8723	289	0				
8723	293	0				
8723	295	0				
8723	297	0				
8723	301	1				
8723	304	1				
8723	307	0				
8723	309	1				
8723	312	0				
8723	316	0				
8559	31	0				
8559	35	0				
8559	37	0				
8559	41	0				
8559	43	0				
8559	47	0				
8559	51	0				
8559	53	0				
8559	57	0				
8559	59	0				
8559	63	0				
8559	65	0				
8559	69	0				
8559	71	0				
8559	73	0				
8559	77	0				
8559	81	0				
8559	85	1				
8559	88	0				
8559	90	0				
8559	92	0				
8559	96	0				
8559	98	0				
8559	102	0				
8559	106	0				
8559	108	1				
8559	111	0				
8559	113	0				
8559	115	0				
8559	119	1				
8559	122	0				
8559	126	0				
8559	130	1				
8559	133	0				
8559	135	0				
8559	139	0				
8559	141	1				
8559	144	0				
8559	149	0				
8559	153	0				
8559	157	1				
8559	160	0				
8559	162	0				
8559	166	0				
8559	170	1				
8559	173	1				
8559	176	0				
8559	178	0				
8559	182	0				
8559	186	0				
8559	190	1				
8559	193	0				
8559	197	1				
8559	200	1				
8559	203	1				
8559	206	0				
8559	210	0				
8559	212	0				
8559	214	0				
8559	216	0				
8559	218	0				
8559	222	0				
8559	226	0				
8559	230	0				
8559	232	0				
8559	236	0				
8559	240	0				
8559	244	0				
8559	248	0				
8559	252	1				
8559	255	1				
8559	258	0				
8559	262	0				
8559	266	0				
8559	270	0				
8559	274	0				
8559	276	0				
8559	278	0				
8559	280	0				
8559	282	0				
8559	284	0				
8559	286	1				
8559	289	0				
8559	293	0				
8559	295	1				
8559	298	0				
8559	300	0				
8559	302	0				
8559	304	0				
8559	308	0				
8559	310	0				
8559	314	1				
8559	317	0				
8559	321	0				
8559	323	0				
8559	327	0				
8559	329	0				
8559	331	0				
8449	87	0				
8449	89	0				
8449	93	1				
8449	96	0				
8449	98	0				
8449	102	0				
8449	106	0				
8449	110	0				
8449	114	0				
8449	118	0				
8449	120	0				
8449	124	0				
8449	128	0				
8449	132	0				
8449	134	1				
8449	137	1				
8449	140	0				
8449	142	1				
8449	145	0				
8449	149	0				
8449	151	1				
8449	154	1				
8449	157	0				
8449	161	1				
8449	164	0				
8449	168	0				
8449	172	0				
8449	174	0				
8449	178	0				
8449	180	1				
8449	183	0				
8449	185	1				
8449	188	0				
8449	190	0				
8449	192	0				
8449	194	0				
8449	198	0				
8449	200	1				
8449	203	1				
8449	206	0				
8449	210	0				
8449	212	0				
8449	216	1				
8449	219	0				
8449	223	1				
8449	226	0				
8449	230	1				
8449	233	0				
8449	237	0				
8449	239	0				
8449	243	1				
8449	246	0				
8449	248	1				
8449	251	0				
8449	255	0				
8449	259	0				
8449	263	1				
8449	266	0				
8449	270	1				
8449	273	0				
8449	277	0				
8449	279	0				
8449	281	0				
8449	283	1				
8449	286	0				
8449	288	0				
8449	290	0				
8449	294	0				
8449	298	0				
8449	300	0				
8449	304	0				
8449	308	0				
8449	312	1				
8449	315	0				
8449	317	1				
8449	320	0				
8449	322	0				
8449	324	0				
8449	328	0				
8449	332	0				
8449	334	0				
8449	336	0				
8449	340	0				
8299	75	0				
8299	79	0				
8299	83	0				
8299	85	1				
8299	88	0				
8299	92	0				
8299	96	0				
8299	100	0				
8299	104	1				
8299	107	1				
8299	110	1				
8299	113	1				
8299	116	1				
8299	119	0				
8299	121	0				
8299	123	0				
8299	127	0				
8299	129	1				
8299	132	1				
8299	135	0				
8299	137	0				
8299	139	1				
8299	142	0				
8299	146	0				
8299	150	0				
8299	152	0				
8137	100	0				
8137	104	0				
8137	106	0				
8137	108	1				
8137	111	0				
8137	113	0				
8137	117	0				
8137	121	0				
8137	125	0				
8137	129	1				
8137	132	0				
8137	134	1				
8137	137	0				
8137	141	0				
8137	143	1				
8137	146	0				
8137	150	0				
8137	152	0				
8137	156	0				
8137	158	0				
8137	162	0				
8137	164	0				
8137	166	1				
8137	169	0				
8137	173	0				
8137	177	0				
8137	179	0				
8137	183	0				
8137	187	0				
8137	191	0				
8137	195	0				
8137	197	0				
8137	199	0				
8137	203	0				
8137	205	0				
8137	207	0				
8137	209	0				
8137	213	0				
8137	215	0				
8137	217	0				
8137	221	0				
8137	225	1				
8137	228	0				
8137	232	0				
8137	236	0				
8137	240	1				
8137	243	1				
8137	246	1				
8137	249	0				
7973	56	0				
7973	58	1				
7973	61	0				
7973	65	1				
7973	68	0				
7973	70	1				
7973	73	0				
7973	75	0				
7973	79	0				
7973	83	0				
7973	87	0				
7973	91	0				
7973	95	0				
7973	99	0				
7973	103	0				
7973	107	0				
7973	111	0				
7973	115	0				
7973	117	0				
7973	119	0				
7973	121	1				
7973	124	1				
7973	127	0				
7973	131	0				
7973	135	1				
7973	138	0				
7973	142	0				
7973	146	0				
7973	150	0				
7973	154	0				
7973	158	0				
7973	160	1				
7973	163	0				
7973	165	1				
7973	168	1				
7973	171	0				
7973	173	0				
7973	177	0				
7973	179	0				
7973	181	0				
7973	185	0				
7973	187	0				
7973	189	1				
7973	192	0				
7973	196	1				
7973	199	0				
7973	201	1				
7973	204	0				
7973	208	0				
7973	210	0				
7973	212	1				
7973	215	0				
7973	219	0				
7973	223	0				
7973	225	0				
7973	227	0				
7973	231	0				
7973	233	0				
7779	25	0				
7779	27	0				
7779	29	0				
7779	31	0				
7779	35	0				
7779	37	0				
7779	41	0				
7779	45	0				
7779	47	0				
7779	49	0				
7779	51	0				
7779	53	0				
7779	55	0				
7779	59	0				
7779	63	0				
7779	67	0				
7779	69	1				
7779	72	0				
7779	76	0				
7779	80	0				
7779	84	1				
7779	87	0				
7779	91	0				
7779	93	1				
7779	96	1				
7779	99	0				
7779	103	0				
7779	105	0				
7779	109	0				
7779	113	1				
7779	116	0				
7779	118	0				
7779	122	0				
7596	93	1				
7596	96	0				
7596	98	0				
7596	100	0				
7596	104	1				
7596	107	0				
7596	111	0				
7596	115	0				
7596	119	0				
7596	121	0				
7596	125	0				
7596	127	0				
7596	131	0				
7596	133	0				
7596	135	0				
7596	137	0				
7596	139	0				
7596	141	0				
7596	143	1				
7596	146	0				
7596	150	0				
7596	152	1				
7596	155	0				
7596	159	1				
7596	162	0				
7596	164	0				
7596	166	0				
7596	168	1				
7596	171	1				
7596	174	0				
7596	176	0				
7596	180	0				
7596	182	0				
7596	186	0				
7596	188	1				
7596	191	0				
7596	195	0				
7596	197	0				
7596	199	0				
7596	201	0				
7596	203	0				
7596	205	0				
7596	207	0				
7596	211	0				
7596	213	0				
7596	217	0				
7596	221	1				
7596	224	0				
7596	228	0				
7596	230	1				
7596	233	0				
7596	235	0				
7596	239	1				
7596	242	0				
7596	244	1				
7596	247	0				
7596	249	0				
7596	253	0				
7596	257	0				
7596	259	0				
7596	261	0				
7596	263	0				
7596	267	1				
7596	270	0				
7596	274	0				
7404	69	0				
7404	73	0				
7404	77	0				
7404	81	1				
7404	84	0				
7404	86	0				
7404	90	0				
7404	94	0				
7404	96	1				
7404	99	0				
7404	101	1				
7404	104	0				
7404	106	0				
7404	108	0				
7404	112	1				
7404	115	1				
7404	118	1				
7404	121	1				
7404	124	0				
7404	126	0				
7404	128	1				
7404	131	0				
7404	135	0				
7404	139	0				
7404	143	1				
7404	146	0				
7404	150	1				
7404	153	0				
7404	157	0				
7404	161	1				
7404	164	1				
7404	167	0				
7404	171	0				
7404	175	0				
7404	177	0				
7404	181	0				
7404	185	0				
7404	189	0				
7404	193	0				
7404	195	0				
7404	197	0				
7404	199	0				
7404	203	0				
7404	205	0				
7404	209	0				
7404	213	0				
7404	215	0				
7404	219	0				
7404	221	0				
7404	225	1				
7404	228	1				
7404	231	0				
7404	233	0				
7404	235	0				
7258	88	1				
7258	91	0				
7258	93	0				
7258	97	0				
7258	101	0				
7258	105	0				
7258	107	0				
7258	111	0				
7258	115	1				
7258	118	0				
7258	120	1				
7258	123	1				
7258	126	0				
7258	130	0				
7258	132	0				
7258	134	0				
7258	136	0				
7258	143	0				
7258	145	0				
7258	147	0				
7258	149	1				
7258	152	0				
7258	154	0				
7258	158	0				
7258	162	1				
7258	165	0				
7258	169	0				
7258	171	0				
7258	175	0				
7258	179	0				
7258	187	0				
7258	191	1				
7258	194	0				
7258	196	0				
7258	198	0				
7258	202	0				
7258	206	1				
7258	209	0				
7258	211	0				
7258	213	0				
7258	215	1				
7258	218	1				
7258	221	0				
