						10000	100000
8136	C	36336647	0				
8137	A	36344783	1				
8137	E	36352920	0				
8138	E	36361057	0				
8138	A	36369195	1				
8138	B	36377333	0				
8139	E	36385471	0				
8139	E	36393610	0				
8139	B	36401749	0				
8139	D	36409888	0				
8141	B	36418027	0				
8141	E	36426168	0				
8141	E	36434309	0				
8142	A	36442450	1				
8144	E	36450592	0				
8144	E	36458736	0				
8144	C	36466880	0				
8144	B	36475024	0				
8146	A	36483168	1				
8147	D	36491314	0				
8147	D	36499461	0				
8147	C	36507608	0				
8149	B	36515755	0				
8149	D	36523904	0				
8150	D	36532053	0				
8151	A	36540203	1				
8152	C	36548354	0				
8153	C	36556506	0				
8154	E	36564659	0				
8154	C	36572813	0				
8157	E	36580967	0				
8157	A	36589124	1				
8157	A	36597281	1				
8160	A	36605438	1				
8160	B	36613598	0				
8162	B	36621758	0				
8163	C	36629920	0				
8164	A	36638083	1				
8165	A	36646247	1				
8166	A	36654412	1				
8167	D	36662578	0				
8168	E	36670745	0				
8168	D	36678913	0				
8169	A	36687081	1				
8170	A	36695250	1				
8171	C	36703420	0				
8172	C	36711591	0				
8173	C	36719763	0				
8173	B	36727936	0				
8175	A	36736109	1				
8177	E	36744284	0				
8177	B	36752461	0				
8178	C	36760638	0				
8178	B	36768816	0				
8179	B	36776994	0				
8179	D	36785173	0				
8181	B	36793352	0				
8183	E	36801533	0				
8184	D	36809716	0				
8184	E	36817900	0				
8185	D	36826084	0				
8186	B	36834269	0				
8186	B	36842455	0				
8187	D	36850641	0				
8188	B	36858828	0				
8188	B	36867016	0				
8188	E	36875204	0				
8189	E	36883392	0				
8190	A	36891581	1				
8190	B	36899771	0				
8192	E	36907961	0				
8192	D	36916153	0				
8192	A	36924345	1				
8192	A	36932537	1				
8193	E	36940729	0				
8194	D	36948922	0				
8194	E	36957116	0				
8194	B	36965310	0				
8194	B	36973504	0				
8194	A	36981698	1				
8195	D	36989892	0				
8197	C	36998087	0				
8197	E	37006284	0				
8198	C	37014481	0				
8199	E	37022679	0				
8199	B	37030878	0				
8199	E	37039077	0				
8199	E	37047276	0				
8199	B	37055475	0				
8200	B	37063674	0				
8200	A	37071874	1				
8200	B	37080074	0				
8201	B	37088274	0				
8202	B	37096475	0				
8202	C	37104677	0				
8203	A	37112879	1				
8203	A	37121082	1				
8204	A	37129285	1				
8204	A	37137489	1				
8205	D	37145693	0				
8206	E	37153898	0				
8207	D	37162104	0				
8207	E	37170311	0				
8208	D	37178518	0				
8208	D	37186726	0				
8211	C	37194934	0				
8211	D	37203145	0				
8214	C	37211356	0				
8215	D	37219570	0				
8216	B	37227785	0				
8221	E	37236001	0				
8221	E	37244222	0				
8221	D	37252443	0				
8222	A	37260664	1				
8225	C	37268886	0				
8225	C	37277111	0				
8225	B	37285336	0				
8225	B	37293561	0				
8225	D	37301786	0				
8225	A	37310011	1				
8226	A	37318236	1				
8227	D	37326462	0				
8227	E	37334689	0				
8228	A	37342916	1				
8230	E	37351144	0				
8230	C	37359374	0				
8232	E	37367604	0				
8232	A	37375836	1				
8234	A	37384068	1				
8234	D	37392302	0				
8236	A	37400536	1				
8238	B	37408772	0				
8238	B	37417010	0				
8239	D	37425248	0				
8240	D	37433487	0				
8241	E	37441727	0				
8243	E	37449968	0				
8244	D	37458211	0				
8244	B	37466455	0				
8246	A	37474699	1				
8247	D	37482945	0				
8247	A	37491192	1				
8247	D	37499439	0				
8248	A	37507686	1				
8248	A	37515934	1				
8250	E	37524182	0				
8250	A	37532432	1				
8250	E	37540682	0				
8251	E	37548932	0				
8251	C	37557183	0				
8252	B	37565434	0				
8252	E	37573686	0				
8253	E	37581938	0				
8254	C	37590191	0				
8254	D	37598445	0				
8256	C	37606699	0				
8261	A	37614955	1				
8262	A	37623216	1				
8262	C	37631478	0				
8263	D	37639740	0				
8263	B	37648003	0				
8264	D	37656266	0				
8264	D	37664530	0				
8264	B	37672794	0				
8265	E	37681058	0				
8266	B	37689323	0				
8266	E	37697589	0				
8267	C	37705855	0				
8267	C	37714122	0				
8268	A	37722389	1				
8269	C	37730657	0				
8270	E	37738926	0				
8270	B	37747196	0				
8271	D	37755466	0				
8272	B	37763737	0				
8273	B	37772009	0				
8274	E	37780282	0				
8276	E	37788556	0				
8277	A	37796832	1				
8277	A	37805109	1				
8278	B	37813386	0				
8279	E	37821664	0				
8279	D	37829943	0				
8280	A	37838222	1				
8280	A	37846502	1				
8280	B	37854782	0				
8282	E	37863062	0				
8282	A	37871344	1				
8282	E	37879626	0				
8283	A	37887908	1				
8285	A	37896191	1				
8286	B	37904476	0				
8287	A	37912762	1				
8287	C	37921049	0				
8288	C	37929336	0				
8288	C	37937624	0				
8288	E	37945912	0				
8289	B	37954200	0				
8289	D	37962489	0				
8290	B	37970778	0				
8290	C	37979068	0				
8290	D	37987358	0				
8290	A	37995648	1				
8291	B	38003938	0				
8291	A	38012229	1				
8292	A	38020520	1				
8292	D	38028812	0				
8294	B	38037104	0				
8294	A	38045398	1				
8296	A	38053692	1				
8296	D	38061988	0				
8296	A	38070284	1				
8296	B	38078580	0				
8296	B	38086876	0				
8297	D	38095172	0				
8297	A	38103469	1				
8297	A	38111766	1				
8299	C	38120063	0				
8301	E	38128362	0				
8301	C	38136663	0				
8301	A	38144964	1				
8301	E	38153265	0				
8302	E	38161566	0				
8303	A	38169868	1				
8303	E	38178171	0				
8306	A	38186474	1				
8306	C	38194780	0				
8307	B	38203086	0				
8307	B	38211393	0				
8309	C	38219700	0				
8309	C	38228009	0				
8309	B	38236318	0				
8312	C	38244627	0				
8315	E	38252939	0				
8315	C	38261254	0				
8315	D	38269569	0				
8316	B	38277884	0				
8317	D	38286200	0				
8318	B	38294517	0				
8319	B	38302835	0				
8319	B	38311154	0				
8322	B	38319473	0				
8326	C	38327795	0				
8331	A	38336121	1				
8332	D	38344452	0				
8333	B	38352784	0				
8333	D	38361117	0				
8334	B	38369450	0				
8334	C	38377784	0				
8334	E	38386118	0				
8334	C	38394452	0				
8336	E	38402786	0				
8336	A	38411122	1				
8337	A	38419458	1				
8340	A	38427795	1				
8340	D	38436135	0				
8341	A	38444475	1				
8342	C	38452816	0				
8343	C	38461158	0				
8344	E	38469501	0				
8345	A	38477845	1				
8345	D	38486190	0				
8347	A	38494535	1				
8347	A	38502882	1				
8348	C	38511229	0				
8350	C	38519577	0				
8350	E	38527927	0				
8351	C	38536277	0				
8352	A	38544628	1				
8352	C	38552980	0				
8352	D	38561332	0				
8356	A	38569684	1				
8362	C	38578040	0				
8363	C	38586402	0				
8365	D	38594765	0				
8367	B	38603130	0				
8367	C	38611497	0				
8368	D	38619864	0				
8369	D	38628232	0				
8369	D	38636601	0				
8370	C	38644970	0				
8371	D	38653340	0				
8371	E	38661711	0				
8372	D	38670082	0				
8372	E	38678454	0				
8372	A	38686826	1				
8373	B	38695198	0				
8375	B	38703571	0				
8375	C	38711946	0				
8375	C	38720321	0				
8376	B	38728696	0				
8376	B	38737072	0				
8377	C	38745448	0				
8378	E	38753825	0				
8378	E	38762203	0				
8378	A	38770581	1				
8380	A	38778959	1				
8380	E	38787339	0				
8380	E	38795719	0				
8380	A	38804099	1				
8381	E	38812479	0				
8384	C	38820860	0				
8388	A	38829244	1				
8390	C	38837632	0				
8390	C	38846022	0				
8392	A	38854412	1				
8392	A	38862804	1				
8392	D	38871196	0				
8393	A	38879588	1				
8394	E	38887981	0				
8397	D	38896375	0				
8400	D	38904772	0				
8401	E	38913172	0				
8401	D	38921573	0				
8404	E	38929974	0				
8406	E	38938378	0				
8408	A	38946784	1				
8408	E	38955192	0				
8409	C	38963600	0				
8409	D	38972009	0				
8410	C	38980418	0				
8410	B	38988828	0				
8415	C	38997238	0				
8417	B	39005653	0				
8417	A	39014070	1				
8418	E	39022487	0				
8420	D	39030905	0				
8420	A	39039325	1				
8420	B	39047745	0				
8421	A	39056165	1				
8421	D	39064586	0				
8422	E	39073007	0				
8422	E	39081429	0				
8426	A	39089851	1				
8428	B	39098277	0				
8428	B	39106705	0				
8429	C	39115133	0				
8430	D	39123562	0				
8431	B	39131992	0				
8431	C	39140423	0				
8432	C	39148854	0				
8432	A	39157286	1				
8434	C	39165718	0				
8434	D	39174152	0				
8434	C	39182586	0				
8435	E	39191020	0				
8435	C	39199455	0				
8435	B	39207890	0				
8436	C	39216325	0				
8436	C	39224761	0				
8436	C	39233197	0				
8436	C	39241633	0				
8437	E	39250069	0				
8437	B	39258506	0				
8438	E	39266943	0				
8439	C	39275381	0				
8441	D	39283820	0				
8441	E	39292261	0				
8444	D	39300702	0				
8444	D	39309146	0				
8444	A	39317590	1				
8447	D	39326034	0				
8450	E	39334481	0				
8451	B	39342931	0				
8453	D	39351382	0				
8453	E	39359835	0				
8453	D	39368288	0				
8454	D	39376741	0				
8454	E	39385195	0				
8455	A	39393649	1				
8455	E	39402104	0				
8456	B	39410559	0				
8456	B	39419015	0				
8457	A	39427471	1				
8458	A	39435928	1				
8458	C	39444386	0				
8459	D	39452844	0				
8459	B	39461303	0				
8459	C	39469762	0				
8460	D	39478221	0				
8461	C	39486681	0				
8463	B	39495142	0				
8464	A	39503605	1				
8465	B	39512069	0				
8466	A	39520534	1				
8466	C	39529000	0				
8466	B	39537466	0				
8468	B	39545932	0				
8468	B	39554400	0				
8469	A	39562868	1				
8469	C	39571337	0				
8469	C	39579806	0				
8470	B	39588275	0				
8470	A	39596745	1				
8473	E	39605215	0				
8476	E	39613688	0				
8477	B	39622164	0				
8477	B	39630641	0				
8478	A	39639118	1				
8478	A	39647596	1				
8479	D	39656074	0				
8480	B	39664553	0				
8481	D	39673033	0				
8482	E	39681514	0				
8483	E	39689996	0				
8484	E	39698479	0				
8487	D	39706963	0				
8488	D	39715450	0				
8491	E	39723938	0				
8492	B	39732429	0				
8492	B	39740921	0				
8493	B	39749413	0				
8494	D	39757906	0				
8495	A	39766400	1				
8496	A	39774895	1				
8498	D	39783391	0				
8502	C	39791889	0				
8502	B	39800391	0				
8502	D	39808893	0				
8504	A	39817395	1				
8505	E	39825899	0				
8505	E	39834404	0				
8506	C	39842909	0				
8506	E	39851415	0				
8509	A	39859921	1				
8509	B	39868430	0				
8511	A	39876939	1				
8511	C	39885450	0				
8511	A	39893961	1				
8512	C	39902472	0				
8512	D	39910984	0				
8514	E	39919496	0				
8514	C	39928010	0				
8515	D	39936524	0				
8516	E	39945039	0				
8517	E	39953555	0				
8518	C	39962072	0				
8522	C	39970590	0				
8524	E	39979112	0				
8525	D	39987636	0				
8527	E	39996161	0				
8528	A	40004688	1				
8529	C	40013216	0				
8529	E	40021745	0				
8530	B	40030274	0				
8531	C	40038804	0				
8531	C	40047335	0				
8534	B	40055866	0				
8535	A	40064400	1				
8536	D	40072935	0				
8537	C	40081471	0				
8539	D	40090008	0				
8539	C	40098547	0				
8540	E	40107086	0				
8540	D	40115626	0				
8541	D	40124166	0				
8542	D	40132707	0				
8545	E	40141249	0				
8547	B	40149794	0				
8547	B	40158341	0				
8547	C	40166888	0				
8548	E	40175435	0				
8549	B	40183983	0				
8549	A	40192532	1				
8550	C	40201081	0				
8551	A	40209631	1				
8552	E	40218182	0				
8552	A	40226734	1				
8554	C	40235286	0				
8554	D	40243840	0				
8556	B	40252394	0				
8556	B	40260950	0				
8556	E	40269506	0				
8557	A	40278062	1				
8561	A	40286619	1				
8562	B	40295180	0				
8562	C	40303742	0				
8563	C	40312304	0				
8565	B	40320867	0				
8566	E	40329432	0				
8566	A	40337998	1				
8568	C	40346564	0				
8568	D	40355132	0				
8569	D	40363700	0				
8569	D	40372269	0				
8574	C	40380838	0				
8574	D	40389412	0				
8575	C	40397986	0				
8577	B	40406561	0				
8579	C	40415138	0				
8579	B	40423717	0				
8579	B	40432296	0				
8579	D	40440875	0				
8580	C	40449454	0				
8581	E	40458034	0				
8581	C	40466615	0				
8584	D	40475196	0				
8585	B	40483780	0				
8586	C	40492365	0				
8588	B	40500951	0				
8591	B	40509539	0				
8591	D	40518130	0				
8592	E	40526721	0				
8592	D	40535313	0				
8596	A	40543905	1				
8596	D	40552501	0				
8596	C	40561097	0				
8600	A	40569693	1				
8601	B	40578293	0				
8602	C	40586894	0				
8603	E	40595496	0				
8606	A	40604099	1				
8606	B	40612705	0				
8607	C	40621311	0				
8608	A	40629918	1				
8608	A	40638526	1				
8610	C	40647134	0				
8610	D	40655744	0				
8613	E	40664354	0				
8614	B	40672967	0				
8614	A	40681581	1				
8616	E	40690195	0				
8616	B	40698811	0				
8616	C	40707427	0				
8620	B	40716043	0				
8620	E	40724663	0				
8622	A	40733283	1				
8622	E	40741905	0				
8622	A	40750527	1				
8623	D	40759149	0				
8623	B	40767772	0				
8625	D	40776395	0				
8627	C	40785020	0				
8628	B	40793647	0				
8629	E	40802275	0				
8630	B	40810904	0				
8632	B	40819534	0				
8633	B	40828166	0				
8634	B	40836799	0				
8634	C	40845433	0				
8635	D	40854067	0				
8638	D	40862702	0				
8638	D	40871340	0				
8641	A	40879978	1				
8641	E	40888619	0				
8641	A	40897260	1				
8641	C	40905901	0				
8642	B	40914542	0				
8643	E	40923184	0				
8643	E	40931827	0				
8646	D	40940470	0				
8646	B	40949116	0				
8647	B	40957762	0				
8649	A	40966409	1				
8649	D	40975058	0				
8650	C	40983707	0				
8652	E	40992357	0				
8653	A	41001009	1				
8654	C	41009662	0				
8654	A	41018316	1				
8654	A	41026970	1				
8655	A	41035624	1				
8655	C	41044279	0				
8655	D	41052934	0				
8656	A	41061589	1				
8656	D	41070245	0				
8657	B	41078901	0				
8657	C	41087558	0				
8660	C	41096215	0				
8660	D	41104875	0				
8660	D	41113535	0				
8661	E	41122195	0				
8663	C	41130856	0				
8663	E	41139519	0				
8664	E	41148182	0				
8664	E	41156846	0				
8665	E	41165510	0				
8665	B	41174175	0				
8665	E	41182840	0				
8667	C	41191505	0				
8667	E	41200172	0				
8667	C	41208839	0				
8668	C	41217506	0				
8669	C	41226174	0				
8671	C	41234843	0				
8674	E	41243514	0				
8674	A	41252188	1				
8675	A	41260862	1				
8675	D	41269537	0				
8678	A	41278212	1				
8679	A	41286890	1				
8679	A	41295569	1				
8680	B	41304248	0				
8681	B	41312928	0				
8683	B	41321609	0				
8685	D	41330292	0				
8686	D	41338977	0				
8689	A	41347663	1				
8692	E	41356352	0				
8692	E	41365044	0				
8694	C	41373736	0				
8695	A	41382430	1				
8696	D	41391125	0				
8697	D	41399821	0				
8701	D	41408518	0				
8703	C	41417219	0				
8704	D	41425922	0				
8705	B	41434626	0				
8705	C	41443331	0				
8706	E	41452036	0				
8706	E	41460742	0				
8709	B	41469448	0				
8709	A	41478157	1				
8710	E	41486866	0				
8710	D	41495576	0				
8713	E	41504286	0				
8714	E	41512999	0				
8714	A	41521713	1				
8714	E	41530427	0				
8714	C	41539141	0				
8717	D	41547855	0				
8718	A	41556572	1				
8718	E	41565290	0				
8719	A	41574008	1				
8719	B	41582727	0				
8719	C	41591446	0				
8719	E	41600165	0				
8720	D	41608884	0				
8722	D	41617604	0				
8723	D	41626326	0				
8723	B	41635049	0				
8725	D	41643772	0				
8726	D	41652497	0				
8727	B	41661223	0				
8727	C	41669950	0				
8727	B	41678677	0				
8729	A	41687404	1				
8730	A	41696133	1				
8730	E	41704863	0				
8731	E	41713593	0				
8732	E	41722324	0				
8732	E	41731056	0				
8733	C	41739788	0				
8733	E	41748521	0				
8733	D	41757254	0				
8735	D	41765987	0				
8737	C	41774722	0				
8737	B	41783459	0				
8739	C	41792196	0				
8739	A	41800935	1				
8739	B	41809674	0				
8740	A	41818413	1				
8740	C	41827153	0				
8741	E	41835893	0				
8742	A	41844634	1				
8742	A	41853376	1				
8744	E	41862118	0				
8744	E	41870862	0				
8744	D	41879606	0				
8745	A	41888350	1				
8747	D	41897095	0				
8748	B	41905842	0				
8748	B	41914590	0				
8749	A	41923338	1				
8749	C	41932087	0				
8750	E	41940836	0				
8750	D	41949586	0				
8751	E	41958336	0				
8752	D	41967087	0				
8753	C	41975839	0				
8754	C	41984592	0				
8754	C	41993346	0				
8755	C	42002100	0				
8757	D	42010855	0				
8757	A	42019612	1				
8759	C	42028369	0				
8759	E	42037128	0				
8760	D	42045887	0				
8761	D	42054647	0				
8762	D	42063408	0				
8764	B	42072170	0				
8765	C	42080934	0				
8766	A	42089699	1				
8768	C	42098465	0				
8769	B	42107233	0				
8771	B	42116002	0				
8772	D	42124773	0				
8774	A	42133545	1				
8774	C	42142319	0				
8775	B	42151093	0				
8776	D	42159868	0				
8776	B	42168644	0				
8777	A	42177420	1				
8778	B	42186197	0				
8779	B	42194975	0				
8780	D	42203754	0				
8781	E	42212534	0				
8783	D	42221315	0				
8784	E	42230098	0				
8784	D	42238882	0				
8784	E	42247666	0				
8788	A	42256450	1				
8789	A	42265238	1				
8790	C	42274027	0				
8791	E	42282817	0				
8792	D	42291608	0				
8793	E	42300400	0				
8793	A	42309193	1				
8794	A	42317986	1				
8794	C	42326780	0				
8795	B	42335574	0				
8796	B	42344369	0				
8796	A	42353165	1				
8797	B	42361961	0				
8797	A	42370758	1				
8797	D	42379555	0				
8798	A	42388352	1				
8798	C	42397150	0				
8798	E	42405948	0				
8802	E	42414746	0				
8803	A	42423548	1				
8804	E	42432351	0				
8804	D	42441155	0				
8805	E	42449959	0				
8806	A	42458764	1				
8806	C	42467570	0				
8807	C	42476376	0				
8807	E	42485183	0				
8808	C	42493990	0				
8809	D	42502798	0				
8809	D	42511607	0				
8809	A	42520416	1				
8810	E	42529225	0				
8813	D	42538035	0				
8814	E	42546848	0				
8815	E	42555662	0				
8815	D	42564477	0				
8815	C	42573292	0				
8815	C	42582107	0				
8817	B	42590922	0				
8817	E	42599739	0				
8819	B	42608556	0				
8821	D	42617375	0				
8822	A	42626196	1				
8822	D	42635018	0				
8822	A	42643840	1				
8824	D	42652662	0				
8827	B	42661486	0				
8827	E	42670313	0				
8827	A	42679140	1				
8829	E	42687967	0				
8829	C	42696796	0				
8829	E	42705625	0				
8829	A	42714454	1				
8830	D	42723283	0				
8831	A	42732113	1				
8832	B	42740944	0				
8833	C	42749776	0				
8834	D	42758609	0				
8838	B	42767443	0				
8839	D	42776281	0				
8839	C	42785120	0				
8839	B	42793959	0				
8841	A	42802798	1				
8841	D	42811639	0				
8841	E	42820480	0				
8842	C	42829321	0				
8843	D	42838163	0				
8843	A	42847006	1				
8845	C	42855849	0				
8845	C	42864694	0				
8845	C	42873539	0				
8846	B	42882384	0				
8846	A	42891230	1				
8848	A	42900076	1				
8849	C	42908924	0				
8850	D	42917773	0				
8850	C	42926623	0				
8851	C	42935473	0				
8852	A	42944324	1				
8854	B	42953176	0				
8854	B	42962030	0				
8857	C	42970884	0				
8858	D	42979741	0				
8858	C	42988599	0				
8859	D	42997457	0				
8859	A	43006316	1				
8860	A	43015175	1				
8862	A	43024035	1				
8863	B	43032897	0				
8864	E	43041760	0				
8865	E	43050624	0				
8866	B	43059489	0				
8867	A	43068355	1				
8869	D	43077222	0				
8869	E	43086091	0				
8869	B	43094960	0				
8870	D	43103829	0				
8870	D	43112699	0				
8873	C	43121569	0				
8873	D	43130442	0				
8873	B	43139315	0				
8874	C	43148188	0				
8876	D	43157062	0				
8877	D	43165938	0				
8877	D	43174815	0				
8878	D	43183692	0				
8880	B	43192570	0				
8881	A	43201450	1				
8882	B	43210331	0				
8883	B	43219213	0				
8884	B	43228096	0				
8884	D	43236980	0				
8885	A	43245864	1				
8885	B	43254749	0				
8887	B	43263634	0				
8887	B	43272521	0				
8888	E	43281408	0				
8888	C	43290296	0				
8889	C	43299184	0				
8889	B	43308073	0				
8890	B	43316962	0				
8891	B	43325852	0				
8892	C	43334743	0				
8892	C	43343635	0				
8892	C	43352527	0				
8893	E	43361419	0				
8894	E	43370312	0				
8895	E	43379206	0				
8896	C	43388101	0				
8897	C	43396997	0				
8899	D	43405894	0				
8899	A	43414793	1				
8899	A	43423692	1				
8900	C	43432591	0				
8900	E	43441491	0				
8901	A	43450391	1				
8904	A	43459292	1				
8908	D	43468196	0				
8909	D	43477104	0				
8909	C	43486013	0				
8910	A	43494922	1				
8910	E	43503832	0				
8911	B	43512742	0				
8912	C	43521653	0				
8912	C	43530565	0				
8913	E	43539477	0				
8913	B	43548390	0				
8914	C	43557303	0				
8914	C	43566217	0				
8915	D	43575131	0				
8915	B	43584046	0				
8916	E	43592961	0				
8916	A	43601877	1				
8917	B	43610793	0				
8918	C	43619710	0				
8918	B	43628628	0				
8918	E	43637546	0				
8918	D	43646464	0				
8919	B	43655382	0				
8919	B	43664301	0				
8919	A	43673220	1				
8919	D	43682139	0				
8921	A	43691058	1				
8921	C	43699979	0				
8921	A	43708900	1				
8922	A	43717821	1				
8922	A	43726743	1				
8923	B	43735665	0				
8923	A	43744588	1				
8924	B	43753511	0				
8924	D	43762435	0				
8925	B	43771359	0				
8929	A	43780284	1				
8932	C	43789213	0				
8932	A	43798145	1				
8932	C	43807077	0				
8934	C	43816009	0				
8935	A	43824943	1				
8935	C	43833878	0				
8937	C	43842813	0				
8937	A	43851750	1				
8939	B	43860687	0				
8939	A	43869626	1				
8939	D	43878565	0				
8939	E	43887504	0				
8940	C	43896443	0				
8940	A	43905383	1				
8943	D	43914323	0				
8944	C	43923266	0				
8945	D	43932210	0				
8947	E	43941155	0				
8949	C	43950102	0				
8950	D	43959051	0				
8951	A	43968001	1				
8951	A	43976952	1				
8952	D	43985903	0				
8954	E	43994855	0				
8954	A	44003809	1				
8955	D	44012763	0				
8955	B	44021718	0				
8956	C	44030673	0				
8958	E	44039629	0				
8958	A	44048587	1				
8959	C	44057545	0				
8960	A	44066504	1				
8960	A	44075464	1				
8960	B	44084424	0				
8961	A	44093384	1				
8962	D	44102345	0				
8964	A	44111307	1				
8965	A	44120271	1				
8965	A	44129236	1				
8966	E	44138201	0				
8971	B	44147167	0				
8971	C	44156138	0				
8972	A	44165109	1				
8975	A	44174081	1				
8976	C	44183056	0				
8977	C	44192032	0				
8977	D	44201009	0				
8977	E	44209986	0				
8978	B	44218963	0				
8978	A	44227941	1				
8980	C	44236919	0				
8982	A	44245899	1				
8983	E	44254881	0				
8983	D	44263864	0				
8983	D	44272847	0				
8983	B	44281830	0				
8983	D	44290813	0				
8983	E	44299796	0				
8984	D	44308779	0				
8984	A	44317763	1				
8985	B	44326747	0				
8985	A	44335732	1				
8986	D	44344717	0				
8987	E	44353703	0				
8988	D	44362690	0				
8989	E	44371678	0				
8989	A	44380667	1				
8991	A	44389656	1				
8993	D	44398647	0				
8993	C	44407640	0				
8994	E	44416633	0				
8995	D	44425627	0				
8997	E	44434622	0				
8997	D	44443619	0				
8998	B	44452616	0				
8998	B	44461614	0				
8999	E	44470612	0				
9000	C	44479611	0				
9001	C	44488611	0				
9002	C	44497612	0				
9002	D	44506614	0				
9004	A	44515616	1				
9005	C	44524620	0				
9005	B	44533625	0				
9006	B	44542630	0				
9007	D	44551636	0				
9007	C	44560643	0				
9008	E	44569650	0				
9009	D	44578658	0				
9010	E	44587667	0				
9011	B	44596677	0				
9011	C	44605688	0				
9012	D	44614699	0				
9013	D	44623711	0				
9013	D	44632724	0				
9014	B	44641737	0				
9015	B	44650751	0				
9017	E	44659766	0				
9018	B	44668783	0				
9018	D	44677801	0				
9018	B	44686819	0				
9019	B	44695837	0				
9020	C	44704856	0				
9020	C	44713876	0				
9020	D	44722896	0				
9020	C	44731916	0				
9020	A	44740936	1				
9022	B	44749956	0				
9022	B	44758978	0				
9023	D	44768000	0				
9025	C	44777023	0				
9025	D	44786048	0				
9026	C	44795073	0				
9028	A	44804099	1				
9030	C	44813127	0				
9031	D	44822157	0				
9032	D	44831188	0				
9033	D	44840220	0				
9033	B	44849253	0				
9035	A	44858286	1				
9036	A	44867321	1				
9036	E	44876357	0				
9038	B	44885393	0				
9038	D	44894431	0				
9040	B	44903469	0				
9042	B	44912509	0				
9043	A	44921551	1				
9043	B	44930594	0				
9043	D	44939637	0				
9044	A	44948680	1				
9045	B	44957724	0				
9045	A	44966769	1				
9047	C	44975814	0				
9047	B	44984861	0				
9048	E	44993908	0				
9049	D	45002956	0				
9050	E	45012005	0				
9051	E	45021055	0				
9051	E	45030106	0				
9052	E	45039157	0				
9052	B	45048209	0				
9052	B	45057261	0				
9052	A	45066313	1				
9053	A	45075365	1				
9054	A	45084418	1				
9055	E	45093472	0				
9057	E	45102527	0				
9058	C	45111584	0				
9058	A	45120642	1				
9058	D	45129700	0				
9059	B	45138758	0				
9059	D	45147817	0				
9061	A	45156876	1				
9061	C	45165937	0				
9062	C	45174998	0				
9062	E	45184060	0				
9062	E	45193122	0				
9063	A	45202184	1				
9063	E	45211247	0				
9064	C	45220310	0				
9066	D	45229374	0				
9066	E	45238440	0				
9067	C	45247506	0				
9067	D	45256573	0				
9067	E	45265640	0				
9069	B	45274707	0				
9069	E	45283776	0				
9070	E	45292845	0				
9070	D	45301915	0				
9071	B	45310985	0				
9072	C	45320056	0				
9072	B	45329128	0				
9073	D	45338200	0				
9074	B	45347273	0				
9074	D	45356347	0				
9075	B	45365421	0				
9075	D	45374496	0				
9079	D	45383571	0				
9081	E	45392650	0				
9082	A	45401731	1				
9085	A	45410813	1				
9086	C	45419898	0				
9087	D	45428984	0				
9089	D	45438071	0				
9089	D	45447160	0				
9090	D	45456249	0				
9091	E	45465339	0				
9092	E	45474430	0				
9095	C	45483522	0				
9095	B	45492617	0				
9095	C	45501712	0				
9101	B	45510807	0				
9101	C	45519908	0				
9102	B	45529009	0				
9103	C	45538111	0				
9103	D	45547214	0				
9103	D	45556317	0				
9106	D	45565420	0				
9108	C	45574526	0				
9109	B	45583634	0				
9110	A	45592743	1				
9112	E	45601853	0				
9113	E	45610965	0				
9114	A	45620078	1				
9114	C	45629192	0				
9115	D	45638306	0				
9115	B	45647421	0				
9115	E	45656536	0				
9116	B	45665651	0				
9117	C	45674767	0				
9118	C	45683884	0				
9119	E	45693002	0				
9121	B	45702121	0				
9124	A	45711242	1				
9125	B	45720366	0				
9126	D	45729491	0				
9126	B	45738617	0				
9126	D	45747743	0				
9127	C	45756869	0				
9128	B	45765996	0				
9128	A	45775124	1				
9129	D	45784252	0				
9130	E	45793381	0				
9130	B	45802511	0				
9130	D	45811641	0				
9131	E	45820771	0				
9136	C	45829902	0				
9137	D	45839038	0				
9137	D	45848175	0				
9138	D	45857312	0				
9138	E	45866450	0				
9140	B	45875588	0				
9140	C	45884728	0				
9140	B	45893868	0				
9141	D	45903008	0				
9141	B	45912149	0				
9141	D	45921290	0				
9143	D	45930431	0				
9143	D	45939574	0				
9146	B	45948717	0				
9146	A	45957863	1				
9147	B	45967009	0				
9150	C	45976156	0				
9150	D	45985306	0				
9150	D	45994456	0				
9151	A	46003606	1				
9151	C	46012757	0				
9151	A	46021908	1				
9154	D	46031059	0				
9155	C	46040213	0				
9156	A	46049368	1				
9156	B	46058524	0				
9157	B	46067680	0				
9159	E	46076837	0				
9160	A	46085996	1				
9160	D	46095156	0				
9160	D	46104316	0				
9161	C	46113476	0				
9162	D	46122637	0				
9162	B	46131799	0				
9163	E	46140961	0				
9163	C	46150124	0				
9164	C	46159287	0				
9164	C	46168451	0				
9165	E	46177615	0				
9168	D	46186780	0				
9168	C	46195948	0				
9168	D	46205116	0				
9169	C	46214284	0				
9169	C	46223453	0				
9170	A	46232622	1				
9171	D	46241792	0				
9172	A	46250963	1				
9176	A	46260135	1				
9176	E	46269311	0				
9176	C	46278487	0				
9177	D	46287663	0				
9177	B	46296840	0				
9178	D	46306017	0				
9178	A	46315195	1				
9179	E	46324373	0				
9179	A	46333552	1				
9179	D	46342731	0				
9180	B	46351910	0				
9181	B	46361090	0				
9183	E	46370271	0				
9184	D	46379454	0				
9185	A	46388638	1				
9186	B	46397823	0				
9189	E	46407009	0				
9189	E	46416198	0				
9190	D	46425387	0				
